author,text,title
Louise Gluck,"I have a friend who still believes in heaven.<br/>Not a stupid person, yet with all she knows, she literally talks to God.<br/>She thinks someone listens in heaven.<br/>On earth she's unusually competent.<br/>Brave too, able to face unpleasantness.<br/><br/>We found a caterpillar dying in the dirt, greedy ants crawling over it.<br/>I'm always moved by disaster, always eager to oppose vitality<br/>But timid also, quick to shut my eyes.<br/>Whereas my friend was able to watch, to let events play out<br/>According to nature. For my sake she intervened<br/>Brushing a few ants off the torn thing, and set it down<br/>Across the road.<br/><br/>My friend says I shut my eyes to God, that nothing else explains<br/>My aversion to reality. She says I'm like the child who<br/>Buries her head in the pillow<br/>So as not to see, the child who tells herself<br/>That light causes sadness-<br/>My friend is like the mother. Patient, urging me<br/>To wake up an adult like herself, a courageous person-<br/><br/>In my dreams, my friend reproaches me. We're walking<br/>On the same road, except it's winter now;<br/>She's telling me that when you love the world you hear celestial music:<br/>Look up, she says. When I look up, nothing.<br/>Only clouds, snow, a white business in the trees<br/>Like brides leaping to a great height-<br/>Then I'm afraid for her; I see her<br/>Caught in a net deliberately cast over the earth-<br/><br/>In reality, we sit by the side of the road, watching the sun set;<br/>From time to time, the silence pierced by a birdcall.<br/>It's this moment we're trying to explain, the fact<br/>That we're at ease with death, with solitude.<br/>My friend draws a circle in the dirt; inside, the caterpillar doesn't move.<br/>She's always trying to make something whole, something beautiful, an image<br/>Capable of life apart from her.<br/>We're very quiet. It's peaceful sitting here, not speaking, The composition<br/>Fixed, the road turning suddenly dark, the air<br/>Going cool, here and there the rocks shining and glittering-<br/>It's this stillness we both love.<br/>The love of form is a love of endings. 
            <br/>",Celestial Music
Aufie Zophy,"It is dark, no moon, no light <br/>Just darkness, a starless sky<br/>The wind blows, the waves break<br/>A single firefly passes by<br/><br/>Soon the firefly is gone<br/>Leaving me in the darkest of nights<br/>The tiny fly made me anticipate<br/>A sunrise with the finest of lights<br/><br/><br/><br/>Bachok, January 2012 
            <br/>",Y... In The Dark Of The Night (Poem About Hope)
Algernon Charles Swinburne,"I hid my heart in a nest of roses,<br/>Out of the sun's way, hidden apart;<br/>In a softer bed than the soft white snow's is,<br/>Under the roses I hid my heart.<br/>Why would it sleep not? why should it start,<br/>When never a leaf of the rose-tree stirred?<br/>What made sleep flutter his wings and part?<br/>Only the song of a secret bird.<br/><br/>Lie still, I said, for the wind's wing closes,<br/>And mild leaves muffle the keen sun's dart;<br/>Lie still, for the wind on the warm seas dozes,<br/>And the wind is unquieter yet than thou art.<br/>Does a thought in thee still as a thorn's wound smart?<br/>Does the fang still fret thee of hope deferred?<br/>What bids the lips of thy sleep dispart?<br/>Only the song of a secret bird.<br/><br/>The green land's name that a charm encloses, <br/>It never was writ in the traveller's chart,<br/>And sweet on its trees as the fruit that grows is,<br/>It never was sold in the merchant's mart.<br/>The swallows of dreams through its dim fields dart,<br/>And sleep's are the tunes in its tree-tops heard;<br/>No hound's note wakens the wildwood hart,<br/>Only the song of a secret bird.<br/><br/><br/><i>ENVOI</i><br/><br/>In the world of dreams I have chosen my part,<br/>To sleep for a season and hear no word<br/>Of true love's truth or of light love's art,<br/>Only the song of a secret bird. 
            <br/>",A Ballad Of Dreamland
Robert Lowell,"""The hot night makes us keep our bedroom windows open.<br/>Our magnolia blossoms.Life begins to happen.<br/>My hopped up husband drops his home disputes,<br/>and hits the streets to cruise for prostitutes,<br/>free-lancing out along the razor's edge.<br/>This screwball might kill his wife, then take the pledge.<br/>Oh the monotonous meanness of his lust. . .<br/>It's the injustice . . . he is so unjust--<br/>whiskey-blind, swaggering home at five.<br/>My only thought is how to keep alive.<br/>What makes him tick?Each night now I tie<br/>ten dollars and his car key to my thigh. . . .<br/>Gored by the climacteric of his want,<br/>he stalls above me like an elephant."" 
            <br/>","""To Speak Of Woe That Is In Marriage&amp;Quot;"
Wislawa Szymborska,"Some -<br/>thus not all. Not even the majority of all but the minority.<br/>Not counting schools, where one has to,<br/>and the poets themselves, <br/>there might be two people per thousand.<br/><br/>Like -<br/>but one also likes chicken soup with noodles, <br/>one likes compliments and the color blue, <br/>one likes an old scarf, <br/>one likes having the upper hand, <br/>one likes stroking a dog.<br/><br/>Poetry -<br/>but what is poetry. <br/>Many shaky answers<br/>have been given to this question.<br/>But I don't know and don't know and hold on to it <br/>like to a sustaining railing.<br/><br/><br/>Translated by Regina Grol 
            <br/>",Some Like Poetry
Robert Herrick,"Here we are all, by day; by night we're hurl'd<br/>By dreams, each one into a several world. 
            <br/>",Dreams
Henry Van Dyke,"Time is <br/>Too Slow for those who Wait,<br/>Too Swift for those who Fear,<br/>Too Long for those who Grieve,<br/>Too Short for those who Rejoice;<br/>But for those who Love,<br/>Time is not. 
            <br/>",Time Is
Donald Hall,"Snow fell in the night.<br/>At five-fifteen I woke to a bluish<br/>mounded softness where <br/>the Honda was. Cat fed and coffee made,<br/>I broomed snow off the car<br/>and drove to the Kearsarge Mini-Mart<br/>before Amy opened <br/>to yank my Globe out of the bundle.<br/>Back, I set my cup of coffee<br/>beside Jane, still half-asleep,<br/>murmuring stuporous<br/>thanks in the aquamarine morning.<br/>Then I sat in my blue chair <br/>with blueberry bagels and strong<br/>black coffee reading news, <br/>the obits, the comics, and the sports.<br/>Carrying my cup twenty feet, <br/>I sat myself at the desk<br/>for this day's lifelong<br/>engagement with the one task and desire. 
            <br/>",An Old Life
Jack Gilbert,"Suddenly this defeat.<br/>This rain.<br/>The blues gone gray<br/>And the browns gone gray<br/>And yellow<br/>A terrible amber.<br/>In the cold streets<br/>Your warm body.<br/>In whatever room<br/>Your warm body.<br/>Among all the people<br/>Your absence<br/>The people who are always<br/>Not you.<br/><br/><br/>I have been easy with trees<br/>Too long.<br/>Too familiar with mountains.<br/>Joy has been a habit.<br/>Now<br/>Suddenly<br/>This rain.<br/><br/><br/>Anonymous submission. 
            <br/>",Rain
Lisel Mueller,"Doctor, you say there are no haloes<br/>around the streetlights in Paris<br/>and what I see is an aberration<br/>caused by old age, an affliction.<br/>I tell you it has taken me all my life<br/>to arrive at the vision of gas lamps as angels,<br/>to soften and blur and finally banish<br/>the edges you regret I don't see,<br/>to learn that the line I called the horizon<br/>does not exist and sky and water,<br/>so long apart, are the same state of being.<br/>Fifty-four years before I could see<br/>Rouen cathedral is built<br/>of parallel shafts of sun,<br/>and now you want to restore<br/>my youthful errors: fixed<br/>notions of top and bottom,<br/>the illusion of three-dimensional space,<br/>wisteria separate<br/>from the bridge it covers.<br/>What can I say to convince you<br/>the Houses of Parliament dissolves<br/>night after night to become<br/>the fluid dream of the Thames?<br/>I will not return to a universe<br/>of objects that don't know each other,<br/>as if islands were not the lost children<br/>of one great continent. The world<br/>is flux, and light becomes what it touches,<br/>becomes water, lilies on water,<br/>above and below water,<br/>becomes lilac and mauve and yellow<br/>and white and cerulean lamps,<br/>small fists passing sunlight<br/>so quickly to one another<br/>that it would take long, streaming hair <br/>inside my brush to catch it.<br/>To paint the speed of light!<br/>Our weighted shapes, these verticals,<br/>burn to mix with air<br/>and change our bones, skin, clothes<br/>to gases. Doctor,<br/>if only you could see<br/>how heaven pulls earth into its arms<br/>and how infinitely the heart expands <br/>to claim this world, blue vapor without end. 
            <br/>",Monet Refuses The Operation
Donald Hall,"All winter your brute shoulders strained against collars, padding <br/>and steerhide over the ash hames, to haul <br/>sledges of cordwood for drying through spring and summer, <br/>for the Glenwood stove next winter, and for the simmering range.<br/><br/>In April you pulled cartloads of manure to spread on the fields, <br/>dark manure of Holsteins, and knobs of your own clustered with oats.<br/>All summer you mowed the grass in meadow and hayfield, the mowing machine <br/>clacketing beside you, while the sun walked high in the morning;<br/><br/>and after noon's heat, you pulled a clawed rake through the same acres, <br/>gathering stacks, and dragged the wagon from stack to stack, <br/>and the built hayrack back, uphill to the chaffy barn, <br/>three loads of hay a day from standing grass in the morning.<br/><br/>Sundays you trotted the two miles to church with the light load <br/>a leather quartertop buggy, and grazed in the sound of hymns. <br/>Generation on generation, your neck rubbed the windowsill <br/>of the stall, smoothing the wood as the sea smooths glass.<br/><br/>When you were old and lame, when your shoulders hurt bending to graze,<br/>one October the man, who fed you and kept you, and harnessed you every morning,<br/>led you through corn stubble to sandy ground above Eagle Pond,<br/>and dug a hole beside you where you stood shuddering in your skin,<br/><br/>and lay the shotgun's muzzle in the boneless hollow behind your ear,<br/>and fired the slug into your brain, and felled you into your grave, <br/>shoveling sand to cover you, setting goldenrod upright above you,<br/>where by next summer a dent in the ground made your monument.<br/><br/>For a hundred and fifty years, in the Pasture of dead horses,<br/>roots of pine trees pushed through the pale curves of your ribs,<br/>yellow blossoms flourished above you in autumn, and in winter<br/>frost heaved your bones in the ground - old toilers, soil makers:<br/><br/>O Roger, Mackerel, Riley, Ned, Nellie, Chester, Lady Ghost. 
            <br/>",Name Of Horses
